fips,year,s02
29223,1997,6.0103908
29223,2002,4.349987
29223,2007,3.4009233
29223,2012,2.1740031
29225,1997,4.0402756
29225,2002,2.8599188
29225,2007,2.411304
29225,2012,2.5201821
29227,1997,4.2615814
29227,2002,2.1916287
29227,2007,2.2687423
29227,2012,1.9512292
29229,1997,4.5022759
29229,2002,3.0819247
29229,2007,2.7563188
29229,2012,2.6511283
29510,1997,6.77841
29510,2002,4.3958178
29510,2007,3.2594323
29510,2012,2.3025651
30001,1997,4.2643757
30001,2002,4.4774671
30001,2007,1.1680321
30001,2012,.85429704
30003,1997,3.3396506
30003,2002,2.845922
30003,2007,2.5141084
30003,2012,1.4762603
30005,1997,5.0061932
30005,2002,3.6343603
30005,2007,2.4831114
30005,2012,1.5736601
30007,1997,4.8080878
30007,2002,3.7235725
30007,2007,2.4371517
30007,2012,.93622696
30009,1997,4.6317348
30009,2002,3.6841733
30009,2007,2.3251114
30009,2012,1.7811801
30011,1997,2.2510679
30011,2002,1.8024601
30011,2007,1.1373336
30011,2012,.78462785
30013,1997,4.0187926
30013,2002,3.9021726
30013,2007,2.2236068
30013,2012,.92433774
30015,1997,4.7685719
30015,2002,3.702388
30015,2007,2.404916
30015,2012,1.2961752
30017,1997,2.1462224
30017,2002,2.0085077
30017,2007,1.3664837
30017,2012,.94930756
30019,1997,1.5822175
30019,2002,1.011179
30019,2007,.76282012
30019,2012,.77901626
30021,1997,2.0873804
30021,2002,1.5035774
30021,2007,.98718029
30021,2012,.74647999
30023,1997,4.6127858
30023,2002,3.9246716
30023,2007,1.3924872
30023,2012,.33344698
30025,1997,2.1244469
30025,2002,1.6193436
30025,2007,1.0261806
30025,2012,.80030388
30027,1997,4.1328106
30027,2002,3.299113
30027,2007,2.4941425
30027,2012,1.4073476
30029,1997,4.481461
30029,2002,3.9246716
30029,2007,1.3924872
30029,2012,.33344698
30031,1997,4.9962521
30031,2002,3.7372599
30031,2007,2.4560392
30031,2012,1.3698657
30033,1997,2.8626525
30033,2002,2.4753244
30033,2007,1.797446
30033,2012,.90484285
30035,1997,4.4170728
30035,2002,3.9246716
30035,2007,1.3924872
30035,2012,.33344698
30037,1997,4.40835
30037,2002,3.3544171
30037,2007,2.5280764
30037,2012,1.6833689
30039,1997,4.5943594
30039,2002,3.9246716
30039,2007,1.3924872
30039,2012,.33344698
30041,1997,4.3552785
30041,2002,3.1351397
30041,2007,1.3924872
30041,2012,.33344698
30043,1997,4.8293028
30043,2002,3.8835762
30043,2007,2.4412425
30043,2012,.92394704
30045,1997,4.2930064
30045,2002,3.4166217
30045,2007,2.4473395
30045,2012,1.3092769
30047,1997,4.5063238
30047,2002,3.9246716
30047,2007,1.3924872
30047,2012,.33344698
30049,1997,4.7935133
30049,2002,3.8750579
30049,2007,2.4050508
30049,2012,.48435915
30051,1997,4.3217254
30051,2002,3.3144002
30051,2007,1.3924872
30051,2012,.33344698
30053,2012,.33344698
30055,1997,2.3407228
30055,2002,1.7597584
30055,2007,1.1558501
30055,2012,.83538026
30057,1997,4.7872281
30057,2002,3.9848325
30057,2007,2.3095827
30057,2012,1.3517095
30059,1997,4.8808641
30059,2002,3.7156937
30059,2007,2.4370658
30059,2012,1.1255571
30061,1997,4.5277843
30061,2002,3.9246716
30061,2007,1.3924872
30061,2012,.33344698
30063,1997,4.5499864
30063,2002,3.9246716
30063,2007,1.3924872
30063,2012,.33344698
30065,1997,4.1844597
30065,2002,3.0964334
30065,2007,2.5828924
30065,2012,1.6577495
30067,1997,4.3453431
30067,2002,3.4400208
30067,2007,2.4556739
30067,2012,1.3993975
30069,1997,3.9466491
30069,2002,3.1652749
30069,2007,2.5512416
30069,2012,1.345621
30071,1997,3.4931738
30071,2002,2.8229237
30071,2007,1.9987254
30071,2012,.96446174
30073,1997,4.3561974
30073,2002,3.9246716
30073,2007,1.3924872
30073,2012,.33344698
30075,1997,2.0962765
30075,2002,2.1530862
30075,2007,1.521091
30075,2012,.94140482
30077,1997,4.628931
30077,2002,3.9246716
30077,2007,1.3924872
30077,2012,.33344698
30079,1997,2.221185
30079,2002,1.7492691
30079,2007,1.1554674
30079,2012,.84430796
30081,1997,4.5687165
30081,2002,3.9246716
30081,2007,1.3924872
30081,2012,.33344698
30083,1997,1.4880663
30083,2002,1.0100468
30083,2007,.67827767
30083,2012,.28523001
30085,1997,1.3531277
30085,2002,1.0157224
30085,2007,.74368483
30085,2012,.72037959
30087,1997,.44916987
30087,2002,2.1569753
30087,2007,1.9153653
30087,2012,1.0512829
30089,1997,4.5110164
30089,2002,3.9246716
30089,2007,1.3924872
30089,2012,.33344698
30091,1997,1.571918
30091,2002,1.0561804
30091,2007,.79713726
30091,2012,.80905449
30093,1997,4.8373609
30093,2002,3.7749906
30093,2007,2.3461902
30093,2012,.99882412
30095,1997,4.6623487
30095,2002,3.6788483
30095,2007,2.3825445
30095,2012,1.7749346
30097,1997,4.4304385
30097,2002,3.5031013
30097,2007,2.4516497
30097,2012,1.5602596
30099,1997,4.3375068
30099,2002,3.9246716
30099,2007,1.3924872
30099,2012,.33344698
30101,1997,4.3543668
30101,2002,3.9246716
30101,2007,1.3924872
30101,2012,.33344698
30103,1997,2.9432828
30103,2002,2.7028568
30103,2007,2.2611625
30103,2012,1.1893013
30105,1997,2.3198357
30105,2002,1.9102727
30105,2007,1.3930365
30105,2012,.88178736
30107,1997,4.3254271
30107,2002,3.4016566
30107,2007,2.4817359
30107,2012,1.466886
30109,1997,1.4976996
30109,2002,1.0647022
30109,2007,.66166204
30109,2012,.67701495
30111,1997,5.2883425
30111,2002,3.7172933
30111,2007,2.6424382
30111,2012,2.7099917
31001,1997,4.1966014
31001,2002,1.0923601
31001,2007,1.431223
31001,2012,1.1062517
31003,1997,3.1037116
31003,2002,.63111824
31003,2007,1.3966047
31003,2012,1.3401328
31005,2012,.24096055
31007,1997,2.9078088
31007,2002,3.4720728
31007,2007,1.5989301
31007,2012,.95503563
31009,2002,.69156873
31009,2012,.33608979
31011,1997,3.1037116
31011,2002,.62572443
31011,2007,1.3974366
31011,2012,1.3665879
31013,1997,5.7004685
31013,2002,3.476656
31013,2007,1.3072896
31013,2012,.74655688
31015,1997,3.1037116
31015,2002,.63210577
31015,2007,1.3981943
31015,2012,1.3412195
31017,2002,.69156873
31017,2012,.33608979
31019,1997,2.4970362
31019,2002,.72713572
31019,2007,1.4324237
31019,2012,1.0683419
31021,1997,4.032033
31021,2002,.91327184
31021,2007,1.178594
31021,2012,1.2069054
31023,1997,3.787559
31023,2002,1.3795363
31023,2007,1.893865
31023,2012,1.8721364
31025,1997,3.714622
31025,2002,1.2380136
31025,2007,1.7662632
31025,2012,1.7549008
31027,1997,3.1037116
31027,2002,.64386064
31027,2007,1.2302325
31027,2012,1.0466268
31029,1997,3.5029991
31029,2002,2.6029935
31029,2007,2.0745978
31029,2012,.96951795
31031,2007,.39264071
31031,2012,.20048338
31033,1997,2.6016974
31033,2002,3.4712596
31033,2007,1.67784
31033,2012,.72567046
31035,1997,3.8582079
31035,2002,1.3353368
31035,2007,1.4290984
31035,2012,1.1515136
31037,1997,4.4225583
31037,2002,.8953318
31037,2007,1.2834616
31037,2012,1.2144257
31039,1997,4.3378739
31039,2002,.84265792
31039,2007,1.2738574
31039,2012,1.1491845
31041,1997,3.1037116
31041,2002,.71954221
31041,2007,1.4305524
31041,2012,1.0770028
31043,1997,3.6964512
31043,2002,.67019671
31043,2007,1.0555004
31043,2012,.93739808
31045,2007,.39264071
31045,2012,.60772282
31047,1997,1.8984966
31047,2002,.99634337
31047,2007,1.487446
31047,2012,.48805588
31049,1997,3.5962968
31049,2002,3.4737546
31049,2007,2.6362038
31049,2012,1.0839241
31051,1997,3.7090199
31051,2002,.64318788
31051,2007,1.0507163
31051,2012,1.0149866
31053,1997,3.6654108
31053,2002,1.1533902
31053,2007,1.7005557
31053,2012,1.7278615
31055,1997,3.385448
31055,2002,.79122007
31055,2007,1.4930369
31055,2012,1.4847062
31057,1997,2.3439114
31057,2002,2.5248823
31057,2007,2.0398641
31057,2012,.96722084
31059,1997,3.7509992
31059,2002,1.5926261
31059,2007,2.2117043
31059,2012,2.117449
31061,1997,3.0381284
31061,2002,.77304488
31061,2007,1.4375098
31061,2012,1.078406
31063,1997,1.8984966
31063,2002,.99634337
31063,2007,1.487446
31063,2012,.48805588
31065,1997,1.8984966
31065,2002,.99634337
31065,2007,1.487446
31065,2012,.48805588
31067,1997,3.8549933
31067,2002,1.5482345
31067,2007,1.9305336
31067,2012,1.8867545
31069,1997,5.7004685
31069,2002,3.4751003
31069,2007,1.5243586
31069,2012,.85808122
31071,1997,3.1037116
31071,2002,.62690306
31071,2007,1.399351
31071,2012,1.3665686
31073,1997,1.8984966
31073,2002,.99634337
31073,2007,1.487446
31073,2012,.48805588
31075,2007,.39264071
31075,2012,.22392489
31077,1997,3.1037116
31077,2002,.62526417
31077,2007,1.3989919
31077,2012,1.3726619
31079,1997,2.5877197
31079,2002,.70313752
31079,2007,1.4276283
31079,2012,1.140946
31081,1997,4.2492723
31081,2002,1.0523019
31081,2007,1.4249249
31081,2012,1.1838624
31083,1997,2.3574636
31083,2002,.79277694
31083,2007,1.4245298
31083,2012,1.022532
31085,1997,1.8984966
31085,2002,.99634337
31085,2007,1.487446
31085,2012,.38466802
31087,1997,1.8984966
31087,2002,.99634337
31087,2007,1.487446
31087,2012,.48805588
31089,1997,3.1037116
31089,2002,.63067979
31089,2007,1.398163
31089,2012,1.346975
31091,2012,.24096055
31093,1997,3.1037116
31093,2002,.69779909
31093,2007,1.4256678
31093,2012,1.147153
31095,1997,3.8041451
31095,2002,1.5210489
31095,2007,2.0321286
31095,2012,2.0185761
31097,1997,4.0186849
31097,2002,1.6445377
31097,2007,2.0038326
31097,2012,2.0338385
31099,1997,2.4581544
31099,2002,.73803562
31099,2007,1.4345777
31099,2012,1.0436313
31101,1997,5.7004685
31101,2002,2.6667259
31101,2007,2.1042016
31101,2012,.84840339
31103,2002,.69156873
31103,2012,.33608979
31105,1997,2.6758146
31105,2002,3.4688365
31105,2007,1.7412869
31105,2012,.96141952
31107,1997,3.1037116
31107,2002,.63604963
31107,2007,1.3962238
31107,2012,1.3176044
31109,1997,3.8298721
31109,2002,1.4605976
31109,2007,1.9387736
31109,2012,1.9385716
31111,2002,.99634337
31111,2007,1.487446
31111,2012,.48805588
31113,2002,.99634337
31113,2007,1.487446
31113,2012,.48805588
31115,1997,3.1037116
31115,2002,.62691408
31115,2007,1.3997929
31115,2012,1.3678207
31117,2012,.24096055
31119,1997,3.1037116
31119,2002,.63005573
31119,2007,1.3944194
31119,2012,1.3385497
31121,1997,4.9047503
31121,2002,1.0220602
31121,2007,1.4218525
31121,2012,1.1976641
31123,1997,5.7004685
31123,2002,3.4741461
31123,2007,1.4922128
31123,2012,.83036888
31125,1997,4.8245468
31125,2002,.99697196
31125,2007,1.3984594
31125,2012,1.3825972
31127,1997,4.0721631
31127,2002,1.7269524
31127,2007,2.0487776
31127,2012,2.0811491
31129,1997,3.7140114
31129,2002,1.5406526
31129,2007,2.1378727
31129,2012,2.0259163
31131,1997,3.8949006
31131,2002,1.4625667
31131,2007,1.8583573
31131,2012,1.8795929
31133,1997,4.0808167
31133,2002,1.716228
31133,2007,2.0655487
31133,2012,2.123946
31135,1997,5.7004685
31135,2002,2.6245151
31135,2007,2.0844619
31135,2012,.95968342
31137,1997,2.4195075
31137,2002,.76817894
31137,2007,1.4364328
31137,2012,1.0911738
31139,1997,3.1037116
31139,2002,.63504827
31139,2007,1.3949251
31139,2012,1.317184
31141,1997,4.6142426
31141,2002,.94072199
31141,2007,1.2711532
31141,2012,1.1858548
31143,1997,4.754787
31143,2002,.99183708
31143,2007,1.3991796
31143,2012,1.4002913
31145,1997,1.8984966
31145,2002,.99634337
31145,2007,1.487446
31145,2012,.48805588
31147,1997,4.2322068
31147,2002,1.887401
31147,2007,2.1107044
31147,2012,2.1397264
31149,1997,3.1037116
31149,2002,.62903744
31149,2007,1.3699476
31149,2012,1.3575051
31151,1997,3.7812569
31151,2002,1.5808787
31151,2007,2.0384202
31151,2012,1.9252018
31153,1997,3.4889562
31153,2002,.96282768
31153,2007,1.6168816
31153,2012,1.5344491
31155,1997,3.6909215
31155,2002,1.2099926
31155,2007,1.7405863
31155,2012,1.7686452
31157,1997,5.7004685
31157,2002,3.4746752
31157,2007,1.4426395
31157,2012,.97444206
31159,1997,3.8360131
31159,2002,1.4977688
31159,2007,1.9870476
31159,2012,1.9728185
31161,2007,.39264071
31161,2012,.61127877
31163,1997,3.1037116
31163,2002,.70940226
31163,2007,1.428453
31163,2012,1.1112915
31165,1997,5.7004685
31165,2002,3.4778516
31165,2007,1.1716756
31165,2012,.98891473
31167,1997,4.5310602
31167,2002,.88798618
31167,2007,1.2629489
31167,2012,1.1365873
31169,1997,3.7557852
31169,2002,1.5694567
31169,2007,2.1666777
31169,2012,2.0987921
31173,1997,4.782485
31173,2002,.78153825
31173,2007,1.1076021
31173,2012,1.0255558
31175,1997,3.1037116
31175,2002,.70145708
31175,2007,1.4262085
31175,2012,1.1260452
31177,1997,3.6275918
31177,2002,.95000887
31177,2007,1.4841455
31177,2012,1.6956795
31179,1997,3.1037116
31179,2002,.64026088
31179,2007,1.2516619
31179,2012,1.0829105
31181,1997,4.213377
31181,2002,1.0056822
31181,2007,1.4147162
31181,2012,1.0600451
31183,1997,3.1037116
31183,2002,.62769073
31183,2007,1.398234
31183,2012,1.3599806
31185,1997,4.2255778
31185,2002,1.4553263
31185,2007,1.8500806
31185,2012,1.4377255
32001,1997,1.6377152
32001,2002,1.565398
32001,2007,.77065194
32001,2012,.50017357
32003,1997,1.1193749
32003,2002,.63880837
32003,2007,.2387405
32003,2012,1.3255513
32005,1997,1.8103793
32005,2002,1.5504062
32005,2007,1.1137925
32005,2012,.68062329
32007,1997,1.4663548
32007,2002,3.0020754
32007,2007,1.985461
32007,2012,1.2681785
32009,1997,1.2874687
32009,2002,.52581471
32009,2007,.62014687
32009,2012,.75142354
32011,2012,.39076415
32013,2012,.75503498
32015,2012,.39076415
32017,2002,.28941375
32017,2007,.15626156
32017,2012,1.347044
32019,1997,1.8850509
32019,2002,1.5749671
32019,2007,1.1175681
32019,2012,.66617858
32021,1997,1.6524262
32021,2002,1.5395472
32021,2007,.94161564
32021,2012,.50789577
32023,1997,1.1851945
32023,2002,.46456158
32023,2007,.58154082
32023,2012,.95792389
32027,2012,.39076415
32029,1997,1.8851255
32029,2002,1.5702249
32029,2007,1.1154481
32029,2012,.58293682
32031,1997,1.9188265
32031,2002,1.5687466
32031,2007,1.14176
32031,2012,.54921675
32033,1997,1.7224591
32033,2002,3.0756485
32033,2007,1.9916996
32033,2012,1.2959335
32510,1997,1.8114234
32510,2002,1.5485008
32510,2007,1.1140511
32510,2012,.6434797
33001,1997,4.727263
33001,2002,3.4203906
33001,2007,3.3942714
33001,2012,1.0789559
33003,1997,4.602047
33003,2002,3.4056027
33003,2007,3.2517369
33003,2012,1.108529
33005,1997,5.5612226
33005,2002,4.2118802
33005,2007,3.3941135
33005,2012,1.4044181
33007,1997,3.7547717
33007,2002,2.8738828
33007,2007,3.1330259
33007,2012,1.074959
33009,1997,4.5402946
33009,2002,3.3740528
33009,2007,3.1228228
33009,2012,1.0981702
33011,1997,5.3015862
33011,2002,3.7163897
33011,2007,3.6292152
33011,2012,1.2058938
33013,1997,4.7211852
33013,2002,3.3143423
33013,2007,3.7000284
33013,2012,1.0156716
33015,1997,5.0730276
33015,2002,3.6294985
33015,2007,3.4217911
33015,2012,1.1617689
33017,1997,4.8970733
33017,2002,3.5558898
33017,2007,3.3462667
33017,2012,1.0850437
33019,1997,4.808104
33019,2002,3.7507024
33019,2007,3.4279218
33019,2012,1.1724648
34001,1997,6.4761372
34001,2002,4.756494
34001,2007,3.7784693
34001,2012,.99970943
34003,1997,7.0034456
34003,2002,6.041491
34003,2007,4.8455963
34003,2012,1.4902805
34005,1997,6.8643408
34005,2002,5.4182019
34005,2007,4.5121293
34005,2012,1.3082186
34007,1997,7.0504842
34007,2002,5.158556
34007,2007,4.470974
34007,2012,1.3169719
34009,1997,6.8441868
34009,2002,5.0019212
34009,2007,4.154798
34009,2012,1.0807172
34011,1997,6.4103494
34011,2002,4.6369524
34011,2007,3.7939434
34011,2012,1.111007
34013,1997,6.9531407
34013,2002,5.6361904
34013,2007,4.7245741
34013,2012,1.354939
34015,1997,7.020256
34015,2002,4.9576306
34015,2007,4.345202
34015,2012,1.2144934
34017,1997,7.3945651
34017,2002,6.3138371
34017,2007,5.3442554
34017,2012,1.502211
34019,1997,6.84231
34019,2002,5.401648
34019,2007,4.4652071
34019,2012,1.2240884
34021,1997,6.845232
34021,2002,5.5203977
34021,2007,4.5506444
34021,2012,1.2994652
34023,1997,6.7867126
34023,2002,5.523788
34023,2007,4.4631872
34023,2012,1.2978576
34025,1997,6.7370229
34025,2002,5.5314307
34025,2007,4.456533
34025,2012,1.3028824
34027,1997,6.5825176
34027,2002,5.3256803
34027,2007,4.2457752
34027,2012,1.1942519
34029,1997,6.6971002
34029,2002,5.2887087
34029,2007,4.2759886
34029,2012,1.198379
34031,1997,6.7538123
34031,2002,5.619566
34031,2007,4.5264339
34031,2012,1.3470907
34033,1997,7.4285197
34033,2002,4.9812131
34033,2007,4.4293284
34033,2012,1.1221323
34035,1997,6.7308521
34035,2002,5.3958359
34035,2007,4.3678012
34035,2012,1.2445792
34037,1997,6.4087996
34037,2002,5.1797295
34037,2007,4.1725678
34037,2012,1.1893128
34039,1997,6.822752
34039,2002,5.5990376
34039,2007,4.5689421
34039,2012,1.3345019
34041,1997,6.8091812
34041,2002,5.3722706
34041,2007,4.4986992
34041,2012,1.1516521
35001,1997,4.5065131
35001,2002,1.0891438
35001,2007,.43170252
35001,2012,.65701586
35003,1997,4.2005558
35003,2002,1.4401336
35003,2007,1.2371515
35003,2012,.87838185
35005,1997,2.4090858
35005,2002,.49014196
35005,2007,.26371154
35005,2012,.59190351
35006,1997,5.1784725
35006,2002,1.2829363
35006,2007,.56815606
35006,2012,.55304825
35007,1997,1.7771964
35007,2002,.87201726
35007,2007,.25600103
35007,2012,.70234233
35009,1997,.6965853
35009,2002,.3126806
35009,2007,.0073316549
35009,2012,.66630101
35011,1997,.6965853
35011,2002,.3126806
35011,2007,.0073316549
35011,2012,.66630101
35013,1997,3.6779375
35013,2002,.5874396
35013,2007,.53704166
35013,2012,.51028967
35015,1997,2.2166266
35015,2002,.47187901
35015,2007,.23098598
35015,2012,.57127732
35017,1997,3.0370595
35017,2002,.82729793
35017,2007,.37198019
35017,2012,.27464992
35019,1997,.6965853
35019,2002,.3126806
35019,2007,.0073316549
35019,2012,.66630101
35021,1997,1.5150998
35021,2012,.66630101
35023,1997,3.3707905
35023,2002,1.1221799
35023,2007,1.1302873
35023,2012,.77458167
35025,1997,3.1678033
35025,2002,.5607695
35025,2007,.33150607
35025,2012,.57218552
35027,1997,3.243011
35027,2002,.54876417
35027,2007,.36690682
35027,2012,.50765121
35028,1997,5.5489626
35028,2002,1.4056213
35028,2007,.73928183
35028,2012,.65871257
35029,1997,3.5069435
35029,2002,.62230653
35029,2007,.56215304
35029,2012,.3764092
35031,1997,5.3986197
35031,2002,1.3475246
35031,2007,.65216064
35031,2012,.57210398
35033,1997,1.9713774
35033,2002,.87204778
35033,2007,.25600103
35033,2012,.69750482
35035,1997,3.5124424
35035,2002,.56469166
35035,2007,.43871388
35035,2012,.50857127
35037,1997,.6965853
35037,2002,.3126806
35037,2007,.0073316549
35037,2012,.66630101
35039,1997,4.4698052
35039,2002,1.3759993
35039,2007,.71045935
35039,2012,.65433329
35041,1997,.6965853
35041,2002,.3126806
35041,2007,.0073316549
35041,2012,.66630101
35043,1997,5.5589318
35043,2002,1.4097995
35043,2007,.7444461
35043,2012,.66140354
35045,1997,5.6998348
35045,2002,1.4118255
35045,2007,.84009546
35045,2012,.60912144
35047,1997,1.7640138
35047,2002,.6808539
35047,2007,.12899922
35047,2012,.69286132
35049,1997,5.5857749
35049,2002,1.4158219
35049,2007,.74883139
35049,2012,.66059208
35051,1997,3.5371106
35051,2002,.60155463
35051,2007,.52759135
35051,2012,.41748416
35053,1997,4.2489114
35053,2002,.78586721
35053,2007,.47539231
35053,2012,.51382166
35055,1997,3.6607847
35055,2002,1.4107343
35055,2007,.7428298
35055,2012,.65372282
35057,1997,3.8859804
35057,2002,.80811685
35057,2007,.36536106
35057,2012,.53122669
35059,1997,1.5345763
35061,1997,3.8994195
35061,2002,.85183764
35061,2007,.38909462
35061,2012,.56903386
36001,1997,4.482893
36001,2002,4.0013094
36001,2007,3.1439221
36001,2012,1.0598108
36003,1997,8.5150709
36003,2002,7.0643744
36003,2007,5.5162697
36003,2012,2.4291942
36005,1997,8.0064459
36005,2002,7.5863452
36005,2007,6.0807309
36005,2012,2.3347278
36007,1997,5.837841
36007,2002,4.7647529
36007,2007,3.7946081
36007,2012,1.2131642
36009,1997,8.9482079
36009,2002,7.5647564
36009,2007,5.8545198
36009,2012,2.6683161
36011,1997,4.8841429
36011,2002,4.3967705
36011,2007,3.3595598
36011,2012,1.1955912
36013,1997,8.4345026
36013,2002,7.4306636
36013,2007,5.630486
36013,2012,2.5072908
36015,1997,4.3702364
36015,2002,4.1996465
36015,2007,3.6074321
36015,2012,1.4591337
36017,1997,5.289825
36017,2002,4.6488543
36017,2007,3.6547499
36017,2012,1.1748184
36019,1997,3.1772919
36019,2002,2.6437516
36019,2007,2.2206283
36019,2012,.90665382
36021,1997,5.183784
36021,2002,4.2214828
36021,2007,3.3546906
36021,2012,1.1221391
36023,1997,5.3019271
36023,2002,4.6311417
36023,2007,3.6449628
36023,2012,1.171695
36025,1997,5.3952851
36025,2002,4.3452001
36025,2007,3.5430138
36025,2012,1.0434787
36027,1997,5.5444655
36027,2002,4.4467998
36027,2007,3.477217
36027,2012,1.1768905
36029,1997,8.725502
36029,2002,7.0085411
36029,2007,5.181478
36029,2012,2.5983965
36031,1997,3.6804051
36031,2002,2.8648727
36031,2007,2.2904766
36031,2012,.91783249
36033,1997,2.8754959
36033,2002,2.3711479
36033,2007,1.8921447
36033,2012,.77557784
36035,1997,4.5487151
36035,2002,3.7710063
36035,2007,3.0247266
36035,2012,1.0163268
36037,1997,6.9203429
36037,2002,5.713788
36037,2007,4.3485484
36037,2012,2.1314483
36039,1997,5.2181444
36039,2002,4.223124
36039,2007,3.3708613
36039,2012,1.0928311
36041,1997,3.7072358
36041,2002,2.9958007
36041,2007,2.3615482
36041,2012,.81514108
36043,1997,4.2182679
36043,2002,3.6606288
36043,2007,2.9180737
36043,2012,.95776892
36045,1997,2.6746612
36045,2002,2.7358685
36045,2007,2.2174389
36045,2012,.99188155
36047,1997,7.5211725
36047,2002,6.373219
36047,2007,5.1498327
36047,2012,1.4737705
36049,1997,2.9381213
36049,2002,2.615859
36049,2007,2.0431046
36049,2012,.86703688
36051,1997,7.5729685
36051,2002,6.09759
36051,2007,4.6521611
36051,2012,2.0267439
36053,1997,4.4801221
36053,2002,4.3116536
36053,2007,3.2400923
36053,2012,1.0466368
36055,1997,5.4327435
36055,2002,4.93115
36055,2007,3.6547031
36055,2012,1.6360139
36057,1997,4.7660031
36057,2002,3.9756145
36057,2007,3.1854756
36057,2012,1.0493666
36059,1997,6.6505132
36059,2002,5.7876997
36059,2007,4.5654421
36059,2012,1.4039282
36061,1997,9.0367861
36061,2002,9.3251028
36061,2007,7.5102534
36061,2012,1.6131071
36063,1997,8.2943296
36063,2002,5.9123359
36063,2007,4.2459683
36063,2012,2.6040998
36065,1997,4.3621125
36065,2002,3.8820965
36065,2007,3.015131
36065,2012,1.0198752
36067,1997,4.1171627
36067,2002,3.8978195
36067,2007,2.8872039
36067,2012,.92094892
36069,1997,5.5249658
36069,2002,4.8544421
36069,2007,3.7116134
36069,2012,1.5049257
36071,1997,6.0407782
36071,2002,4.8649225
36071,2007,3.9234669
36071,2012,1.1970478
36073,1997,6.449923
36073,2002,5.5341563
36073,2007,4.1638217
36073,2012,2.162425
36075,1997,3.9837098
36075,2002,3.8260398
36075,2007,2.8696275
36075,2012,1.0284281
36077,1997,5.1104164
36077,2002,4.2153897
36077,2007,3.4502761
36077,2012,1.0511253
36079,1997,5.0831485
36079,2002,3.9989889
36079,2007,3.1307662
36079,2012,1.0504302
36081,1997,6.9745178
36081,2002,6.5045223
36081,2007,5.0797892
36081,2012,1.5307239
36083,1997,4.3721747
36083,2002,3.8100357
36083,2007,3.0167499
36083,2012,1.0644882
36085,1997,6.9228873
36085,2002,5.7744741
36085,2007,4.6700287
36085,2012,1.4234267
36087,1997,6.3769135
36087,2002,5.3347244
36087,2007,4.2707996
36087,2012,1.3278289
36089,1997,2.3732061
36089,2002,2.2601459
36089,2007,2.0737805
36089,2012,.83909857
36091,1997,4.6202292
36091,2002,3.8572433
36091,2007,3.108485
36091,2012,1.072798
36093,1997,4.7035604
36093,2002,3.987685
36093,2007,3.183202
36093,2012,1.0720947
36095,1997,5.1201234
36095,2002,4.1530209
36095,2007,3.3516326
36095,2012,1.0801276
36097,1997,6.0041852
36097,2002,5.0225286
36097,2007,4.0699115
36097,2012,1.4371773
36099,1997,5.1627531
36099,2002,4.4969487
36099,2007,3.5284305
36099,2012,1.2812973
36101,1997,7.1687427
36101,2002,5.6936588
36101,2007,4.6228814
36101,2012,1.686271
36103,1997,6.0323963
36103,2002,4.9826746
36103,2007,3.9186964
36103,2012,1.1263921
36105,1997,5.8621054
36105,2002,4.6220818
36105,2007,3.7626767
36105,2012,1.1239202
36107,1997,5.9814134
36107,2002,4.9203959
36107,2007,3.9492624
36107,2012,1.3349319
36109,1997,5.8268003
36109,2002,4.8894029
36109,2007,3.9239917
36109,2012,1.3499707
36111,1997,5.5408044
36111,2002,4.4268351
36111,2007,3.5345149
36111,2012,1.1141777
36113,1997,4.5284138
36113,2002,3.6701767
36113,2007,2.9854455
36113,2012,1.0579096
36115,1997,4.674046
36115,2002,3.779892
36115,2007,3.102546
36115,2012,1.1014315
36117,1997,4.936007
36117,2002,4.5913806
36117,2007,3.4481387
36117,2012,1.3309655
36119,1997,6.3549457
36119,2002,5.468936
36119,2007,4.2783489
36119,2012,1.3933414
36121,1997,8.3287563
36121,2002,6.8503642
36121,2007,5.2774477
36121,2012,2.3875771
36123,1997,5.6058393
36123,2002,4.806314
36123,2007,3.7869442
36123,2012,1.4346479
37001,1997,5.3639002
37001,2002,3.6311262
37001,2007,3.1194525
37001,2012,1.2604378
37003,1997,5.9889507
37003,2002,4.2752585
37003,2007,3.6947925
37003,2012,1.8695277
37005,1997,6.2152252
37005,2002,4.756813
37005,2007,3.8468971
37005,2012,1.9102046
37007,1997,4.5279536
37007,2002,3.0776727
37007,2007,2.5234914
37007,2012,1.1210871
37009,1997,6.4432411
37009,2002,4.7964535
37009,2007,3.9156945
37009,2012,2.1563702
37011,1997,6.3476782
37011,2002,4.8056622
37011,2007,3.8518145
37011,2012,2.3347173
37013,1997,5.574832
37013,2002,3.6556835
37013,2007,1.9757314
37013,2012,.84678811
37015,1997,5.8132906
37015,2002,4.1484599
37015,2007,2.5493875
37015,2012,.81361145
37017,1997,4.6556726
37017,2002,3.0975707
37017,2007,2.7724328
37017,2012,.55196506
37019,1997,4.9451303
37019,2002,3.7088985
37019,2007,3.3214784
37019,2012,.74901187
37021,1997,5.8563337
37021,2002,4.4546824
37021,2007,3.6035478
37021,2012,2.0851188
37023,1997,6.0324025
37023,2002,4.4591203
37023,2007,3.7106586
37023,2012,1.977886
37025,1997,5.0536432
37025,2002,3.3217132
37025,2007,3.117413
37025,2012,1.2429242
37027,1997,6.1121054
37027,2002,4.5193992
37027,2007,3.7627182
37027,2012,1.9971271
37029,1997,6.0867248
37029,2002,4.626452
